sc_name hs_name ortho_class phospho_class
YJL083W ENSG00000127527 ortholog_many2many non-phosphorylated
YJL083W ENSG00000169891 ortholog_many2many non-phosphorylated
YJL083W ENSG00000198399 ortholog_many2many non-phosphorylated
YJL083W ENSG00000185739 ortholog_many2many non-phosphorylated
YJL083W ENSG00000085832 ortholog_many2many non-phosphorylated
YJL083W ENSG00000205726 ortholog_many2many non-phosphorylated
YJL083W ENSG00000024422 ortholog_many2many non-phosphorylated
YJL083W ENSG00000103966 ortholog_many2many non-phosphorylated
YJL083W ENSG00000013016 ortholog_many2many non-phosphorylated
YJL083W ENSG00000135597 ortholog_many2many non-phosphorylated
YJL083W ENSG00000110047 ortholog_many2many non-phosphorylated
YOL002C ENSG00000160781 ortholog_many2many non-phosphorylated
YOL002C ENSG00000170915 ortholog_many2many non-phosphorylated
YOL002C ENSG00000136297 ortholog_many2many non-phosphorylated
YOL002C ENSG00000108960 ortholog_many2many non-phosphorylated
YOL002C ENSG00000182749 ortholog_many2many non-phosphorylated
YOL002C ENSG00000137819 ortholog_many2many non-phosphorylated
YOL002C ENSG00000159346 ortholog_many2many non-phosphorylated
YDR412W ENSG00000273899 ortholog_one2one non-phosphorylated
YNL082W ENSG00000122512 ortholog_one2one non-phosphorylated
YPR132W ENSG00000186468 ortholog_one2many non-phosphorylated
YDR108W ENSG00000153339 ortholog_one2one non-phosphorylated
YDL167C ENSG00000282815 ortholog_one2many non-phosphorylated
YDL167C ENSG00000282419 ortholog_one2many non-phosphorylated
YDL167C ENSG00000268629 ortholog_one2many non-phosphorylated
YDL167C ENSG00000170925 ortholog_one2many non-phosphorylated
YJL222W ENSG00000137642 ortholog_many2many non-phosphorylated
YJL222W ENSG00000108018 ortholog_many2many non-phosphorylated
YJL222W ENSG00000156395 ortholog_many2many non-phosphorylated
YJL222W ENSG00000184985 ortholog_many2many non-phosphorylated
YJL222W ENSG00000134243 ortholog_many2many non-phosphorylated
YOL120C ENSG00000063177 ortholog_one2many non-phosphorylated
YML026C ENSG00000231500 ortholog_one2many non-phosphorylated
YJL187C ENSG00000127564 ortholog_one2one non-phosphorylated
YFL011W ENSG00000136856 ortholog_many2many non-phosphorylated
YFL011W ENSG00000197241 ortholog_many2many non-phosphorylated
YFL011W ENSG00000160326 ortholog_many2many non-phosphorylated
YFL011W ENSG00000142583 ortholog_many2many non-phosphorylated
YFL011W ENSG00000133460 ortholog_many2many non-phosphorylated
YFL011W ENSG00000163581 ortholog_many2many non-phosphorylated
YFL011W ENSG00000117394 ortholog_many2many non-phosphorylated
YFL011W ENSG00000181856 ortholog_many2many non-phosphorylated
YFL011W ENSG00000059804 ortholog_many2many non-phosphorylated
YFL011W ENSG00000173262 ortholog_many2many non-phosphorylated
YFL011W ENSG00000109667 ortholog_many2many non-phosphorylated
YFL011W ENSG00000146411 ortholog_many2many non-phosphorylated
YFL011W ENSG00000197496 ortholog_many2many non-phosphorylated
YOR301W ENSG00000108599 ortholog_one2one non-phosphorylated
YJL163C ENSG00000119457 ortholog_one2many non-phosphorylated
YJL163C ENSG00000076351 ortholog_one2many non-phosphorylated
YJL163C ENSG00000139508 ortholog_one2many non-phosphorylated
YGR093W ENSG00000095485 ortholog_one2one non-phosphorylated
YOR134W ENSG00000180448 ortholog_many2many non-phosphorylated
YOR134W ENSG00000137962 ortholog_many2many non-phosphorylated
YOR134W ENSG00000089639 ortholog_many2many non-phosphorylated
YOR156C ENSG00000033800 ortholog_many2many non-phosphorylated
YOR156C ENSG00000131788 ortholog_many2many non-phosphorylated
YOR156C ENSG00000122515 ortholog_many2many non-phosphorylated
YOR156C ENSG00000108175 ortholog_many2many non-phosphorylated
YOR156C ENSG00000078043 ortholog_many2many non-phosphorylated
YOR156C ENSG00000105229 ortholog_many2many non-phosphorylated
YFL054C ENSG00000135517 ortholog_many2many non-phosphorylated
YFL054C ENSG00000165272 ortholog_many2many non-phosphorylated
YFL054C ENSG00000240583 ortholog_many2many non-phosphorylated
YFL054C ENSG00000161798 ortholog_many2many non-phosphorylated
YFL054C ENSG00000171885 ortholog_many2many non-phosphorylated
YFL054C ENSG00000086159 ortholog_many2many non-phosphorylated
YFL054C ENSG00000143595 ortholog_many2many non-phosphorylated
YFL054C ENSG00000103375 ortholog_many2many non-phosphorylated
YFL054C ENSG00000259916 ortholog_many2many non-phosphorylated
YFL054C ENSG00000165269 ortholog_many2many non-phosphorylated
YFL054C ENSG00000103569 ortholog_many2many non-phosphorylated
YFL054C ENSG00000167580 ortholog_many2many non-phosphorylated
YDR046C ENSG00000103064 ortholog_many2many non-phosphorylated
YDR046C ENSG00000130876 ortholog_many2many non-phosphorylated
YDR046C ENSG00000021488 ortholog_many2many non-phosphorylated
YDR046C ENSG00000092068 ortholog_many2many non-phosphorylated
YDR046C ENSG00000151012 ortholog_many2many non-phosphorylated
YDR046C ENSG00000164893 ortholog_many2many non-phosphorylated
YDR046C ENSG00000013293 ortholog_many2many non-phosphorylated
YDR046C ENSG00000155465 ortholog_many2many non-phosphorylated
YDR046C ENSG00000165349 ortholog_many2many non-phosphorylated
YDR046C ENSG00000003989 ortholog_many2many non-phosphorylated
YDR046C ENSG00000099960 ortholog_many2many non-phosphorylated
YDR046C ENSG00000139514 ortholog_many2many non-phosphorylated
YDR046C ENSG00000103257 ortholog_many2many non-phosphorylated
YKL020C ENSG00000185722 ortholog_one2one non-phosphorylated
YDR004W ENSG00000126215 ortholog_one2one non-phosphorylated
YGL174W ENSG00000137656 ortholog_one2one non-phosphorylated
YML118W ENSG00000113300 ortholog_many2many non-phosphorylated
YML118W ENSG00000174606 ortholog_many2many non-phosphorylated
YML118W ENSG00000174840 ortholog_many2many non-phosphorylated
YML118W ENSG00000138767 ortholog_many2many non-phosphorylated
YML118W ENSG00000013523 ortholog_many2many non-phosphorylated
YML118W ENSG00000151014 ortholog_many2many non-phosphorylated
YDL105W ENSG00000255150 ortholog_one2many non-phosphorylated
YDR025W ENSG00000142534 ortholog_one2many non-phosphorylated
YBR048W ENSG00000142534 ortholog_one2many non-phosphorylated
YGR170W ENSG00000241878 ortholog_one2many non-phosphorylated
YDL206W ENSG00000089060 ortholog_one2many non-phosphorylated
YOR256C ENSG00000177694 ortholog_many2many non-phosphorylated
YOR256C ENSG00000077616 ortholog_many2many non-phosphorylated
YOR256C ENSG00000106327 ortholog_many2many non-phosphorylated
YOR256C ENSG00000072274 ortholog_many2many non-phosphorylated
YOR256C ENSG00000086205 ortholog_many2many non-phosphorylated
YOR256C ENSG00000168060 ortholog_many2many non-phosphorylated
YPR162C ENSG00000115947 ortholog_one2one non-phosphorylated
YOR368W ENSG00000113456 ortholog_one2one non-phosphorylated
YDR159W ENSG00000168061 ortholog_one2one non-phosphorylated
YIL046W ENSG00000164049 ortholog_many2many non-phosphorylated
YIL046W ENSG00000162843 ortholog_many2many non-phosphorylated
YDL036C ENSG00000166133 ortholog_one2many non-phosphorylated
YBR257W ENSG00000105171 ortholog_one2one non-phosphorylated
YDL191W ENSG00000136942 ortholog_one2many non-phosphorylated
YDL136W ENSG00000136942 ortholog_one2many non-phosphorylated
YOL119C ENSG00000174326 ortholog_many2many non-phosphorylated
YOL119C ENSG00000112394 ortholog_many2many non-phosphorylated
YOL119C ENSG00000170190 ortholog_many2many non-phosphorylated
YOL119C ENSG00000152779 ortholog_many2many non-phosphorylated
YOL119C ENSG00000118596 ortholog_many2many non-phosphorylated
YOL119C ENSG00000163053 ortholog_many2many non-phosphorylated
YOL119C ENSG00000147100 ortholog_many2many non-phosphorylated
YOL119C ENSG00000100156 ortholog_many2many non-phosphorylated
YOL119C ENSG00000168679 ortholog_many2many non-phosphorylated
YOL119C ENSG00000108932 ortholog_many2many non-phosphorylated
YOL119C ENSG00000155380 ortholog_many2many non-phosphorylated
YOL119C ENSG00000165449 ortholog_many2many non-phosphorylated
YOL119C ENSG00000141526 ortholog_many2many non-phosphorylated
YOL119C ENSG00000174327 ortholog_many2many non-phosphorylated
YOR033C ENSG00000174371 ortholog_one2many non-phosphorylated
YDR052C ENSG00000006634 ortholog_one2many non-phosphorylated
YDR052C ENSG00000161692 ortholog_one2many non-phosphorylated
YIL050W ENSG00000115649 ortholog_one2many non-phosphorylated
YLR323C ENSG00000125352 ortholog_one2many non-phosphorylated
YLR323C ENSG00000139797 ortholog_one2many non-phosphorylated
YMR036C ENSG00000164045 ortholog_many2many non-phosphorylated
YER102W ENSG00000142937 ortholog_one2many non-phosphorylated
YBR235W ENSG00000064651 ortholog_one2many non-phosphorylated
YBR235W ENSG00000113504 ortholog_one2many non-phosphorylated
YBR235W ENSG00000074803 ortholog_one2many non-phosphorylated
YBR235W ENSG00000124067 ortholog_one2many non-phosphorylated
YBR235W ENSG00000070915 ortholog_one2many non-phosphorylated
YBR235W ENSG00000124140 ortholog_one2many non-phosphorylated
YBR235W ENSG00000140199 ortholog_one2many non-phosphorylated
YBR235W ENSG00000146828 ortholog_one2many non-phosphorylated
YCR048W ENSG00000167780 ortholog_many2many non-phosphorylated
YCR048W ENSG00000057252 ortholog_many2many non-phosphorylated
YCR048W ENSG00000185000 ortholog_many2many non-phosphorylated
YKR019C ENSG00000127527 ortholog_many2many non-phosphorylated
YKR019C ENSG00000169891 ortholog_many2many non-phosphorylated
YKR019C ENSG00000198399 ortholog_many2many non-phosphorylated
YKR019C ENSG00000185739 ortholog_many2many non-phosphorylated
YKR019C ENSG00000085832 ortholog_many2many non-phosphorylated
YKR019C ENSG00000205726 ortholog_many2many non-phosphorylated
YKR019C ENSG00000024422 ortholog_many2many non-phosphorylated
YKR019C ENSG00000103966 ortholog_many2many non-phosphorylated
YKR019C ENSG00000013016 ortholog_many2many non-phosphorylated
YKR019C ENSG00000135597 ortholog_many2many non-phosphorylated
YKR019C ENSG00000110047 ortholog_many2many non-phosphorylated
YEL054C ENSG00000197958 ortholog_one2many non-phosphorylated
YDR418W ENSG00000197958 ortholog_one2many non-phosphorylated
YNL299W ENSG00000121274 ortholog_many2many non-phosphorylated
YNL299W ENSG00000112941 ortholog_many2many non-phosphorylated
YLR103C ENSG00000093009 ortholog_one2one non-phosphorylated
YOR148C ENSG00000068394 ortholog_one2one non-phosphorylated
YJR145C ENSG00000129824 ortholog_many2many non-phosphorylated
YJR145C ENSG00000198034 ortholog_many2many non-phosphorylated
YJR145C ENSG00000280969 ortholog_many2many non-phosphorylated
YKL160W ENSG00000130165 ortholog_one2one non-phosphorylated
YDL149W ENSG00000181652 ortholog_one2many non-phosphorylated
YDL149W ENSG00000198925 ortholog_one2many non-phosphorylated
YDL194W ENSG00000136856 ortholog_many2many non-phosphorylated
YDL194W ENSG00000197241 ortholog_many2many non-phosphorylated
YDL194W ENSG00000160326 ortholog_many2many non-phosphorylated
YDL194W ENSG00000142583 ortholog_many2many non-phosphorylated
YDL194W ENSG00000133460 ortholog_many2many non-phosphorylated
YDL194W ENSG00000163581 ortholog_many2many non-phosphorylated
YDL194W ENSG00000117394 ortholog_many2many non-phosphorylated
YDL194W ENSG00000181856 ortholog_many2many non-phosphorylated
YDL194W ENSG00000059804 ortholog_many2many non-phosphorylated
YDL194W ENSG00000173262 ortholog_many2many non-phosphorylated
YDL194W ENSG00000109667 ortholog_many2many non-phosphorylated
YDL194W ENSG00000146411 ortholog_many2many non-phosphorylated
YDL194W ENSG00000197496 ortholog_many2many non-phosphorylated
YPL157W ENSG00000137574 ortholog_one2one non-phosphorylated
YJL013C ENSG00000169679 ortholog_many2many non-phosphorylated
YJL013C ENSG00000156970 ortholog_many2many non-phosphorylated
YDL048C ENSG00000122877 ortholog_many2many non-phosphorylated
YDL048C ENSG00000179388 ortholog_many2many non-phosphorylated
YDL048C ENSG00000184937 ortholog_many2many non-phosphorylated
YDL048C ENSG00000135625 ortholog_many2many non-phosphorylated
YDL048C ENSG00000120738 ortholog_many2many non-phosphorylated
YOL068C ENSG00000096717 ortholog_one2many non-phosphorylated
YBL097W ENSG00000121152 ortholog_one2one non-phosphorylated
YML061C ENSG00000140451 ortholog_one2one non-phosphorylated
YOR058C ENSG00000198901 ortholog_one2one non-phosphorylated
YOR295W ENSG00000108604 ortholog_many2many non-phosphorylated
YOR295W ENSG00000066117 ortholog_many2many non-phosphorylated
YOR295W ENSG00000082014 ortholog_many2many non-phosphorylated
YGL163C ENSG00000085999 ortholog_one2one non-phosphorylated
YOR287C ENSG00000124541 ortholog_one2one non-phosphorylated
YDR247W ENSG00000178093 ortholog_many2many non-phosphorylated
YDR247W ENSG00000163788 ortholog_many2many non-phosphorylated
YDR247W ENSG00000170145 ortholog_many2many non-phosphorylated
YDR247W ENSG00000160584 ortholog_many2many non-phosphorylated
YDR247W ENSG00000177453 ortholog_many2many non-phosphorylated
YDR247W ENSG00000163545 ortholog_many2many non-phosphorylated
YDR247W ENSG00000206203 ortholog_many2many non-phosphorylated
YDR247W ENSG00000139908 ortholog_many2many non-phosphorylated
YDR247W ENSG00000142178 ortholog_many2many non-phosphorylated
YDR247W ENSG00000162409 ortholog_many2many non-phosphorylated
YDR247W ENSG00000174672 ortholog_many2many non-phosphorylated
YDR247W ENSG00000074590 ortholog_many2many non-phosphorylated
YDR247W ENSG00000160469 ortholog_many2many non-phosphorylated
YDR247W ENSG00000142149 ortholog_many2many non-phosphorylated
YDR247W ENSG00000132356 ortholog_many2many non-phosphorylated
YDR247W ENSG00000212122 ortholog_many2many non-phosphorylated
YDR247W ENSG00000162526 ortholog_many2many non-phosphorylated
YNL273W ENSG00000111602 ortholog_one2one non-phosphorylated
YDR026C ENSG00000185697 ortholog_many2many non-phosphorylated
YDR026C ENSG00000135164 ortholog_many2many non-phosphorylated
YDR026C ENSG00000165684 ortholog_many2many non-phosphorylated
YDR026C ENSG00000125482 ortholog_many2many non-phosphorylated
YDR026C ENSG00000101057 ortholog_many2many non-phosphorylated
YDR026C ENSG00000118513 ortholog_many2many non-phosphorylated
YBR271W ENSG00000181038 ortholog_one2one non-phosphorylated
YPR031W ENSG00000078403 ortholog_one2many non-phosphorylated
YPR031W ENSG00000102221 ortholog_one2many non-phosphorylated
YPR031W ENSG00000043143 ortholog_one2many non-phosphorylated
YPR031W ENSG00000156983 ortholog_one2many non-phosphorylated
YPR031W ENSG00000096070 ortholog_one2many non-phosphorylated
YPR031W ENSG00000106443 ortholog_one2many non-phosphorylated
YPR031W ENSG00000275023 ortholog_one2many non-phosphorylated
YPR031W ENSG00000100425 ortholog_one2many non-phosphorylated
YPR031W ENSG00000077684 ortholog_one2many non-phosphorylated
YLR128W ENSG00000188215 ortholog_one2one non-phosphorylated
YDR225W ENSG00000188486 ortholog_one2one non-phosphorylated
YGL134W ENSG00000115649 ortholog_one2many non-phosphorylated
YIL069C ENSG00000138326 ortholog_one2many non-phosphorylated
YDL028C ENSG00000198586 ortholog_one2many non-phosphorylated
YDL028C ENSG00000146872 ortholog_one2many non-phosphorylated
YDL028C ENSG00000112742 ortholog_one2many non-phosphorylated
YDL063C ENSG00000155393 ortholog_one2one non-phosphorylated
YMR042W ENSG00000112658 ortholog_one2many non-phosphorylated
YDR485C ENSG00000163159 ortholog_one2one non-phosphorylated
YBR105C ENSG00000141034 ortholog_one2many non-phosphorylated
YIL031W ENSG00000138468 ortholog_one2many non-phosphorylated
YIL031W ENSG00000112701 ortholog_one2many non-phosphorylated
YDR473C ENSG00000117360 ortholog_one2one non-phosphorylated
YIL018W ENSG00000161016 ortholog_one2many non-phosphorylated
YKL144C ENSG00000100413 ortholog_one2one non-phosphorylated
YMR190C ENSG00000197299 ortholog_one2one non-phosphorylated
YGL127C ENSG00000108590 ortholog_one2one non-phosphorylated
YLR375W ENSG00000122877 ortholog_many2many non-phosphorylated
YLR375W ENSG00000179388 ortholog_many2many non-phosphorylated
YLR375W ENSG00000184937 ortholog_many2many non-phosphorylated
YLR375W ENSG00000135625 ortholog_many2many non-phosphorylated
YLR375W ENSG00000120738 ortholog_many2many non-phosphorylated
YJL100W ENSG00000155252 ortholog_one2many non-phosphorylated
YJL100W ENSG00000038210 ortholog_one2many non-phosphorylated
YMR143W ENSG00000105193 ortholog_one2many non-phosphorylated
YHL040C ENSG00000135953 ortholog_many2many non-phosphorylated
YHL040C ENSG00000109736 ortholog_many2many non-phosphorylated
YHL040C ENSG00000164073 ortholog_many2many non-phosphorylated
YHL040C ENSG00000156875 ortholog_many2many non-phosphorylated
YHL040C ENSG00000148110 ortholog_many2many non-phosphorylated
YHL040C ENSG00000182544 ortholog_many2many non-phosphorylated
YHL040C ENSG00000118855 ortholog_many2many non-phosphorylated
YLR264W ENSG00000233927 ortholog_one2many non-phosphorylated
YOR167C ENSG00000233927 ortholog_one2many non-phosphorylated
YLR289W ENSG00000151806 ortholog_one2one non-phosphorylated
YDR059C ENSG00000072401 ortholog_one2one non-phosphorylated
YDL082W ENSG00000167526 ortholog_one2many non-phosphorylated
YCR102C ENSG00000140043 ortholog_many2many non-phosphorylated
YCR102C ENSG00000115129 ortholog_many2many non-phosphorylated
YCR102C ENSG00000205758 ortholog_many2many non-phosphorylated
YCR102C ENSG00000180011 ortholog_many2many non-phosphorylated
YCR102C ENSG00000172955 ortholog_many2many non-phosphorylated
YCR102C ENSG00000198099 ortholog_many2many non-phosphorylated
YCR102C ENSG00000140263 ortholog_many2many non-phosphorylated
YCR102C ENSG00000196616 ortholog_many2many non-phosphorylated
YCR102C ENSG00000187758 ortholog_many2many non-phosphorylated
YCR102C ENSG00000248144 ortholog_many2many non-phosphorylated
YCR102C ENSG00000171724 ortholog_many2many non-phosphorylated
YCR102C ENSG00000106853 ortholog_many2many non-phosphorylated
YCR102C ENSG00000197894 ortholog_many2many non-phosphorylated
YCR102C ENSG00000196344 ortholog_many2many non-phosphorylated
YCR102C ENSG00000108828 ortholog_many2many non-phosphorylated
YMR194C-B ENSG00000182712 ortholog_one2one non-phosphorylated
YLR272C ENSG00000151503 ortholog_one2many non-phosphorylated
YLR272C ENSG00000010292 ortholog_one2many non-phosphorylated
YGL126W ENSG00000139914 ortholog_many2many non-phosphorylated
YGL126W ENSG00000197296 ortholog_many2many non-phosphorylated
YNL240C ENSG00000141562 ortholog_one2many non-phosphorylated
YNL240C ENSG00000023228 ortholog_one2many non-phosphorylated
YNL240C ENSG00000103245 ortholog_one2many non-phosphorylated
YMR323W ENSG00000074800 ortholog_many2many non-phosphorylated
YMR323W ENSG00000108515 ortholog_many2many non-phosphorylated
YMR323W ENSG00000111674 ortholog_many2many non-phosphorylated
YMR323W ENSG00000188316 ortholog_many2many non-phosphorylated
YMR113W ENSG00000136877 ortholog_one2many non-phosphorylated
YPL208W ENSG00000183576 ortholog_one2many non-phosphorylated
YLR070C ENSG00000172955 ortholog_many2many non-phosphorylated
YLR070C ENSG00000198099 ortholog_many2many non-phosphorylated
YLR070C ENSG00000196616 ortholog_many2many non-phosphorylated
YLR070C ENSG00000187758 ortholog_many2many non-phosphorylated
YLR070C ENSG00000248144 ortholog_many2many non-phosphorylated
YLR070C ENSG00000197894 ortholog_many2many non-phosphorylated
YLR070C ENSG00000196344 ortholog_many2many non-phosphorylated
YJL059W ENSG00000188603 ortholog_one2one non-phosphorylated
YDR224C ENSG00000285480 ortholog_one2many non-phosphorylated
YLR065C ENSG00000168701 ortholog_one2one non-phosphorylated
YOR222W ENSG00000183032 ortholog_one2many non-phosphorylated
YPL169C ENSG00000269405 ortholog_one2many non-phosphorylated
YPL169C ENSG00000269437 ortholog_one2many non-phosphorylated
YPL169C ENSG00000162231 ortholog_one2many non-phosphorylated
YPL169C ENSG00000147206 ortholog_one2many non-phosphorylated
YDL148C ENSG00000087269 ortholog_one2one non-phosphorylated
YDL015C ENSG00000145545 ortholog_one2many non-phosphorylated
YDL015C ENSG00000205678 ortholog_one2many non-phosphorylated
YDL015C ENSG00000099797 ortholog_one2many non-phosphorylated
YDL015C ENSG00000277893 ortholog_one2many non-phosphorylated
YOR160W ENSG00000064419 ortholog_one2one non-phosphorylated
YOL062C ENSG00000161203 ortholog_one2one non-phosphorylated
YDR397C ENSG00000117505 ortholog_one2one non-phosphorylated
YNL024C-A ENSG00000174695 ortholog_one2one non-phosphorylated
YKL033W-A ENSG00000130021 ortholog_one2one non-phosphorylated
YHR072W-A ENSG00000182117 ortholog_one2one non-phosphorylated
YNR032C-A ENSG00000198258 ortholog_one2one non-phosphorylated
YER074W-A ENSG00000134049 ortholog_one2one non-phosphorylated
YJL136C ENSG00000171858 ortholog_one2one non-phosphorylated
YLL018C-A ENSG00000240230 ortholog_one2one non-phosphorylated
YLR383W ENSG00000163029 ortholog_one2one non-phosphorylated
YDR411C ENSG00000072849 ortholog_one2many non-phosphorylated
YDR411C ENSG00000136986 ortholog_one2many non-phosphorylated
YDR411C ENSG00000099958 ortholog_one2many non-phosphorylated
YOL012C ENSG00000164508 ortholog_many2many non-phosphorylated
YPL079W ENSG00000122026 ortholog_one2many non-phosphorylated
YPR016C ENSG00000242372 ortholog_one2one non-phosphorylated
YDL156W ENSG00000092470 ortholog_one2one non-phosphorylated
YPL152W ENSG00000119383 ortholog_one2many non-phosphorylated
YLR146C ENSG00000116649 ortholog_one2many non-phosphorylated
YOR112W ENSG00000142186 ortholog_one2one non-phosphorylated
YDR214W ENSG00000100591 ortholog_one2one non-phosphorylated
YDL010W ENSG00000215203 ortholog_many2many non-phosphorylated
YDL010W ENSG00000204928 ortholog_many2many non-phosphorylated
YPR023C ENSG00000185787 ortholog_one2many non-phosphorylated
YPR023C ENSG00000005302 ortholog_one2many non-phosphorylated
YPR023C ENSG00000123562 ortholog_one2many non-phosphorylated
YPR067W ENSG00000165898 ortholog_one2one non-phosphorylated
YLR080W ENSG00000114988 ortholog_many2many non-phosphorylated
YLR080W ENSG00000140506 ortholog_many2many non-phosphorylated
YLR080W ENSG00000074695 ortholog_many2many non-phosphorylated
YLR080W ENSG00000169223 ortholog_many2many non-phosphorylated
YLL060C ENSG00000065621 ortholog_many2many non-phosphorylated
YLL060C ENSG00000276950 ortholog_many2many non-phosphorylated
YLL060C ENSG00000099984 ortholog_many2many non-phosphorylated
YLL060C ENSG00000133433 ortholog_many2many non-phosphorylated
YOL076W ENSG00000111300 ortholog_one2one non-phosphorylated
YOL066C ENSG00000166133 ortholog_one2many non-phosphorylated
YDL146W ENSG00000213672 ortholog_one2many non-phosphorylated
YOR004W ENSG00000147679 ortholog_one2one non-phosphorylated
YOR087W ENSG00000111199 ortholog_one2many non-phosphorylated
YOR087W ENSG00000167723 ortholog_one2many non-phosphorylated
