sc_name hs_name ortho_class phospho_class
YCR012W ENSG00000170950 ortholog_one2many phosphorylated
YLR113W ENSG00000156711 ortholog_many2many phosphorylated
YFL039C ENSG00000075624 ortholog_one2many phosphorylated
YFL039C ENSG00000184009 ortholog_one2many phosphorylated
YGR192C ENSG00000111640 ortholog_one2many phosphorylated
YJL141C ENSG00000179335 ortholog_many2many phosphorylated
YJL141C ENSG00000113240 ortholog_many2many phosphorylated
YGL197W ENSG00000111727 ortholog_many2many phosphorylated
YGL197W ENSG00000037637 ortholog_many2many phosphorylated
YGL197W ENSG00000165516 ortholog_many2many phosphorylated
YGL197W ENSG00000124702 ortholog_many2many phosphorylated
YGL197W ENSG00000197776 ortholog_many2many phosphorylated
YGL197W ENSG00000162755 ortholog_many2many phosphorylated
YGL197W ENSG00000128607 ortholog_many2many phosphorylated
YGL197W ENSG00000136933 ortholog_many2many phosphorylated
YGL197W ENSG00000099949 ortholog_many2many phosphorylated
YGL197W ENSG00000172534 ortholog_many2many phosphorylated
YDR236C ENSG00000135002 ortholog_one2one phosphorylated
YDR293C ENSG00000144535 ortholog_one2many phosphorylated
YGL011C ENSG00000100902 ortholog_one2one phosphorylated
YLL029W ENSG00000108039 ortholog_one2one phosphorylated
YKL152C ENSG00000171314 ortholog_many2many phosphorylated
YKL152C ENSG00000164708 ortholog_many2many phosphorylated
YKL152C ENSG00000226784 ortholog_many2many phosphorylated
YKL152C ENSG00000172331 ortholog_many2many phosphorylated
