sc_name hs_name ortho_class phospho_class
YDL097C ENSG00000108671 ortholog_one2many phosphorylated
YFL044C ENSG00000180667 ortholog_one2one phosphorylated
YLR247C ENSG00000146414 ortholog_one2one phosphorylated
YOL052C ENSG00000123505 ortholog_one2one phosphorylated
YML125C ENSG00000215883 ortholog_many2many phosphorylated
YML125C ENSG00000159348 ortholog_many2many phosphorylated
YML125C ENSG00000166394 ortholog_many2many phosphorylated
YML125C ENSG00000100243 ortholog_many2many phosphorylated
YML125C ENSG00000065615 ortholog_many2many phosphorylated
YML125C ENSG00000154814 ortholog_many2many phosphorylated
YKR062W ENSG00000197265 ortholog_one2one phosphorylated
YKL014C ENSG00000142207 ortholog_one2one phosphorylated
YHR024C ENSG00000165688 ortholog_one2one phosphorylated
YLR176C ENSG00000181827 ortholog_one2many phosphorylated
YLR176C ENSG00000143390 ortholog_one2many phosphorylated
YJL070C ENSG00000133805 ortholog_many2many phosphorylated
YJL070C ENSG00000116748 ortholog_many2many phosphorylated
YJL070C ENSG00000116337 ortholog_many2many phosphorylated
YJL124C ENSG00000175324 ortholog_one2one phosphorylated
YDR091C ENSG00000164163 ortholog_one2one phosphorylated
YPL022W ENSG00000175595 ortholog_one2one phosphorylated
YIL104C ENSG00000144736 ortholog_one2one phosphorylated
YBR073W ENSG00000197275 ortholog_one2one phosphorylated
YGL187C ENSG00000135940 ortholog_one2one phosphorylated
YLL015W ENSG00000091262 ortholog_one2one phosphorylated
YML094W ENSG00000123349 ortholog_one2one phosphorylated
YIL017C ENSG00000114098 ortholog_one2one phosphorylated
YHR020W ENSG00000143374 ortholog_many2many phosphorylated
YOR310C ENSG00000055044 ortholog_one2one phosphorylated
YGL205W ENSG00000153093 ortholog_one2one phosphorylated
YPL254W ENSG00000152382 ortholog_one2one phosphorylated
YOR181W ENSG00000122574 ortholog_many2many phosphorylated
YOR181W ENSG00000115935 ortholog_many2many phosphorylated
YOR181W ENSG00000171475 ortholog_many2many phosphorylated
YMR165C ENSG00000242802 ortholog_one2many phosphorylated
YMR165C ENSG00000101577 ortholog_one2many phosphorylated
YMR165C ENSG00000132793 ortholog_one2many phosphorylated
YMR165C ENSG00000134324 ortholog_one2many phosphorylated
YDR375C ENSG00000074582 ortholog_one2one phosphorylated
YDR320C ENSG00000178950 ortholog_one2many phosphorylated
YDL141W ENSG00000159267 ortholog_one2one phosphorylated
YLR072W ENSG00000089351 ortholog_many2many phosphorylated
YLR072W ENSG00000178075 ortholog_many2many phosphorylated
YLR072W ENSG00000175318 ortholog_many2many phosphorylated
YLR072W ENSG00000023171 ortholog_many2many phosphorylated
YLR072W ENSG00000155324 ortholog_many2many phosphorylated
YDR005C ENSG00000179632 ortholog_one2one phosphorylated
YPL235W ENSG00000183207 ortholog_one2one phosphorylated
YIL079C ENSG00000147905 ortholog_one2one phosphorylated
YDL127W ENSG00000115649 ortholog_one2many phosphorylated
YOR141C ENSG00000113812 ortholog_one2one phosphorylated
YHR111W ENSG00000124217 ortholog_one2one phosphorylated
YOR249C ENSG00000089053 ortholog_one2one phosphorylated
YLR246W ENSG00000175893 ortholog_many2many phosphorylated
YLR246W ENSG00000159714 ortholog_many2many phosphorylated
YLR246W ENSG00000153786 ortholog_many2many phosphorylated
YLR246W ENSG00000180776 ortholog_many2many phosphorylated
YLR246W ENSG00000104219 ortholog_many2many phosphorylated
YLR246W ENSG00000160446 ortholog_many2many phosphorylated
YLR246W ENSG00000204160 ortholog_many2many phosphorylated
YLR246W ENSG00000184307 ortholog_many2many phosphorylated
YLR246W ENSG00000136247 ortholog_many2many phosphorylated
YLR246W ENSG00000188706 ortholog_many2many phosphorylated
YLR246W ENSG00000177108 ortholog_many2many phosphorylated
YLR246W ENSG00000188818 ortholog_many2many phosphorylated
YLR246W ENSG00000206077 ortholog_many2many phosphorylated
YLR246W ENSG00000102383 ortholog_many2many phosphorylated
YLR246W ENSG00000175048 ortholog_many2many phosphorylated
YDL216C ENSG00000121022 ortholog_one2one phosphorylated
YDR531W ENSG00000157881 ortholog_one2one phosphorylated
YDL070W ENSG00000198604 ortholog_many2many phosphorylated
YDL070W ENSG00000141867 ortholog_many2many phosphorylated
YDL070W ENSG00000137948 ortholog_many2many phosphorylated
YDL070W ENSG00000108773 ortholog_many2many phosphorylated
YDL070W ENSG00000099954 ortholog_many2many phosphorylated
YDL070W ENSG00000076108 ortholog_many2many phosphorylated
YDL070W ENSG00000009954 ortholog_many2many phosphorylated
YDL070W ENSG00000169925 ortholog_many2many phosphorylated
YDL070W ENSG00000204256 ortholog_many2many phosphorylated
YDL070W ENSG00000123636 ortholog_many2many phosphorylated
YDL070W ENSG00000114166 ortholog_many2many phosphorylated
YDL070W ENSG00000171634 ortholog_many2many phosphorylated
YML130C ENSG00000197930 ortholog_one2many phosphorylated
YML130C ENSG00000086619 ortholog_one2many phosphorylated
YDR198C ENSG00000185917 ortholog_one2one phosphorylated
YGR270W ENSG00000119778 ortholog_one2many phosphorylated
YGR270W ENSG00000156802 ortholog_one2many phosphorylated
YOR001W ENSG00000171824 ortholog_one2one phosphorylated
YDR458C ENSG00000161904 ortholog_many2many phosphorylated
YDR458C ENSG00000174106 ortholog_many2many phosphorylated
YAL054C ENSG00000066813 ortholog_many2many phosphorylated
YAL054C ENSG00000183747 ortholog_many2many phosphorylated
YAL054C ENSG00000173124 ortholog_many2many phosphorylated
YGL150C ENSG00000128908 ortholog_one2one phosphorylated
YNR006W ENSG00000139668 ortholog_many2many phosphorylated
YNR006W ENSG00000115145 ortholog_many2many phosphorylated
YNR006W ENSG00000100083 ortholog_many2many phosphorylated
YNR006W ENSG00000100284 ortholog_many2many phosphorylated
YNR006W ENSG00000085449 ortholog_many2many phosphorylated
YNR006W ENSG00000175662 ortholog_many2many phosphorylated
YNR006W ENSG00000125447 ortholog_many2many phosphorylated
YNR006W ENSG00000136738 ortholog_many2many phosphorylated
YNR006W ENSG00000103365 ortholog_many2many phosphorylated
YNR006W ENSG00000141198 ortholog_many2many phosphorylated
YMR153W ENSG00000163002 ortholog_one2one phosphorylated
YIL095W ENSG00000138756 ortholog_many2many phosphorylated
YIL095W ENSG00000115977 ortholog_many2many phosphorylated
YNL157W ENSG00000143420 ortholog_many2many phosphorylated
YNL157W ENSG00000128989 ortholog_many2many phosphorylated
YHR108W ENSG00000139668 ortholog_many2many phosphorylated
YHR108W ENSG00000115145 ortholog_many2many phosphorylated
YHR108W ENSG00000185359 ortholog_many2many phosphorylated
YHR108W ENSG00000100083 ortholog_many2many phosphorylated
YHR108W ENSG00000100284 ortholog_many2many phosphorylated
YHR108W ENSG00000085449 ortholog_many2many phosphorylated
YHR108W ENSG00000175662 ortholog_many2many phosphorylated
YHR108W ENSG00000125447 ortholog_many2many phosphorylated
YHR108W ENSG00000136738 ortholog_many2many phosphorylated
YHR108W ENSG00000103365 ortholog_many2many phosphorylated
YHR108W ENSG00000141198 ortholog_many2many phosphorylated
YDR047W ENSG00000126088 ortholog_one2one phosphorylated
YOR303W ENSG00000084774 ortholog_one2many phosphorylated
YIR008C ENSG00000198056 ortholog_one2one phosphorylated
YGL106W ENSG00000092841 ortholog_one2many phosphorylated
YGL106W ENSG00000196465 ortholog_one2many phosphorylated
YGL106W ENSG00000168530 ortholog_one2many phosphorylated
YGL106W ENSG00000198336 ortholog_one2many phosphorylated
YGL106W ENSG00000160808 ortholog_one2many phosphorylated
YOL039W ENSG00000137818 ortholog_many2many phosphorylated
YOL039W ENSG00000177600 ortholog_many2many phosphorylated
YGR118W ENSG00000186468 ortholog_one2many phosphorylated
YGL137W ENSG00000184432 ortholog_one2one phosphorylated
YER057C ENSG00000132541 ortholog_one2many phosphorylated
YDL201W ENSG00000037897 ortholog_one2one phosphorylated
YBL037W ENSG00000196961 ortholog_one2many phosphorylated
YBL037W ENSG00000183020 ortholog_one2many phosphorylated
YER163C ENSG00000128965 ortholog_one2many phosphorylated
YER163C ENSG00000143942 ortholog_one2many phosphorylated
YPR135W ENSG00000198554 ortholog_one2one phosphorylated
YGR274C ENSG00000122728 ortholog_one2many phosphorylated
YGR274C ENSG00000147133 ortholog_one2many phosphorylated
YDL208W ENSG00000145912 ortholog_one2one phosphorylated
YDR430C ENSG00000107959 ortholog_one2one phosphorylated
YAL044W-A ENSG00000178096 ortholog_many2many phosphorylated
YML102W ENSG00000159259 ortholog_one2one phosphorylated
YJR068W ENSG00000163918 ortholog_one2one phosphorylated
YER162C ENSG00000154767 ortholog_one2one phosphorylated
YOR296W ENSG00000092929 ortholog_one2many phosphorylated
YOR296W ENSG00000007516 ortholog_one2many phosphorylated
YNL093W ENSG00000157869 ortholog_one2many phosphorylated
YOL057W ENSG00000254986 ortholog_one2one phosphorylated
YJL109C ENSG00000119285 ortholog_one2one phosphorylated
YLR454W ENSG00000007202 ortholog_one2many phosphorylated
YJR105W ENSG00000156110 ortholog_one2one phosphorylated
YOR278W ENSG00000188690 ortholog_one2one phosphorylated
YOR224C ENSG00000163882 ortholog_one2one phosphorylated
YBL080C ENSG00000059691 ortholog_one2one phosphorylated
YJL045W ENSG00000073578 ortholog_one2one phosphorylated
YHR137W ENSG00000109576 ortholog_one2one phosphorylated
YPL093W ENSG00000107937 ortholog_one2one phosphorylated
YPR019W ENSG00000178460 ortholog_one2many phosphorylated
YPR019W ENSG00000104738 ortholog_one2many phosphorylated
YGR256W ENSG00000142657 ortholog_one2many phosphorylated
YFR015C ENSG00000111713 ortholog_many2many phosphorylated
YFR015C ENSG00000104812 ortholog_many2many phosphorylated
YHR121W ENSG00000161654 ortholog_one2one phosphorylated
YEL056W ENSG00000162521 ortholog_many2many phosphorylated
YEL056W ENSG00000082516 ortholog_many2many phosphorylated
YEL056W ENSG00000103091 ortholog_many2many phosphorylated
YEL056W ENSG00000049167 ortholog_many2many phosphorylated
YEL056W ENSG00000116455 ortholog_many2many phosphorylated
YEL056W ENSG00000102054 ortholog_many2many phosphorylated
YEL056W ENSG00000177082 ortholog_many2many phosphorylated
YEL056W ENSG00000112357 ortholog_many2many phosphorylated
YKL095W ENSG00000105248 ortholog_one2many phosphorylated
YKL095W ENSG00000104957 ortholog_one2many phosphorylated
YBR123C ENSG00000148308 ortholog_one2one phosphorylated
YDR081C ENSG00000164296 ortholog_one2many phosphorylated
YDR081C ENSG00000140993 ortholog_one2many phosphorylated
YDR081C ENSG00000169989 ortholog_one2many phosphorylated
YDR081C ENSG00000180346 ortholog_one2many phosphorylated
YDR081C ENSG00000173825 ortholog_one2many phosphorylated
YDR081C ENSG00000221944 ortholog_one2many phosphorylated
YDR081C ENSG00000183340 ortholog_one2many phosphorylated
YDR081C ENSG00000125817 ortholog_one2many phosphorylated
YDR081C ENSG00000234616 ortholog_one2many phosphorylated
YHR132C ENSG00000144410 ortholog_one2many phosphorylated
YHR132C ENSG00000165078 ortholog_one2many phosphorylated
YHR132C ENSG00000163751 ortholog_one2many phosphorylated
YHR132C ENSG00000128510 ortholog_one2many phosphorylated
YHR132C ENSG00000080618 ortholog_one2many phosphorylated
YHR132C ENSG00000158525 ortholog_one2many phosphorylated
YHR132C ENSG00000091704 ortholog_one2many phosphorylated
YDR516C ENSG00000106633 ortholog_one2many phosphorylated
YPL001W ENSG00000128708 ortholog_one2one phosphorylated
YHR003C ENSG00000182179 ortholog_many2many phosphorylated
YHR003C ENSG00000159593 ortholog_many2many phosphorylated
YHR003C ENSG00000033178 ortholog_many2many phosphorylated
YHR003C ENSG00000130985 ortholog_many2many phosphorylated
YHR003C ENSG00000081307 ortholog_many2many phosphorylated
YHR003C ENSG00000142230 ortholog_many2many phosphorylated
YGR087C ENSG00000105135 ortholog_many2many phosphorylated
YBR299W ENSG00000240038 ortholog_many2many phosphorylated
YBR299W ENSG00000187733 ortholog_many2many phosphorylated
YBR299W ENSG00000174876 ortholog_many2many phosphorylated
YBR299W ENSG00000237763 ortholog_many2many phosphorylated
YBR299W ENSG00000243480 ortholog_many2many phosphorylated
YBR299W ENSG00000138079 ortholog_many2many phosphorylated
YBR299W ENSG00000168003 ortholog_many2many phosphorylated
YLR293C ENSG00000132341 ortholog_one2many phosphorylated
YHR065C ENSG00000213782 ortholog_one2one phosphorylated
YDR021W ENSG00000141543 ortholog_one2many phosphorylated
YPL210C ENSG00000174780 ortholog_one2one phosphorylated
YHR209W ENSG00000170439 ortholog_many2many phosphorylated
YHR209W ENSG00000214435 ortholog_many2many phosphorylated
YHR209W ENSG00000165171 ortholog_many2many phosphorylated
YHR209W ENSG00000185432 ortholog_many2many phosphorylated
YDR256C ENSG00000121691 ortholog_one2many phosphorylated
YGL159W ENSG00000103316 ortholog_one2one phosphorylated
YMR093W ENSG00000164338 ortholog_one2one phosphorylated
YMR102C ENSG00000131725 ortholog_one2many phosphorylated
YNL135C ENSG00000204315 ortholog_many2many phosphorylated
YDR484W ENSG00000223501 ortholog_one2one phosphorylated
YOR116C ENSG00000148606 ortholog_one2one phosphorylated
YER021W ENSG00000141030 ortholog_one2many phosphorylated
YER021W ENSG00000108344 ortholog_one2many phosphorylated
YOL069W ENSG00000143228 ortholog_one2one phosphorylated
YJL101C ENSG00000001084 ortholog_one2one phosphorylated
YKR048C ENSG00000178021 ortholog_many2many phosphorylated
YKR048C ENSG00000238074 ortholog_many2many phosphorylated
YKR048C ENSG00000168757 ortholog_many2many phosphorylated
YKR048C ENSG00000229549 ortholog_many2many phosphorylated
YKR048C ENSG00000228927 ortholog_many2many phosphorylated
YKR048C ENSG00000233803 ortholog_many2many phosphorylated
YKR048C ENSG00000236424 ortholog_many2many phosphorylated
YKR048C ENSG00000258992 ortholog_many2many phosphorylated
YKR048C ENSG00000186310 ortholog_many2many phosphorylated
YKR048C ENSG00000184205 ortholog_many2many phosphorylated
YKR048C ENSG00000186462 ortholog_many2many phosphorylated
YKR048C ENSG00000230667 ortholog_many2many phosphorylated
YKR048C ENSG00000177432 ortholog_many2many phosphorylated
YKR048C ENSG00000180543 ortholog_many2many phosphorylated
YKR048C ENSG00000187189 ortholog_many2many phosphorylated
YKR048C ENSG00000189241 ortholog_many2many phosphorylated
YOL142W ENSG00000107371 ortholog_one2one phosphorylated
YMR041C ENSG00000264006 ortholog_many2many phosphorylated
YMR041C ENSG00000162482 ortholog_many2many phosphorylated
YMR041C ENSG00000053371 ortholog_many2many phosphorylated
YMR041C ENSG00000196139 ortholog_many2many phosphorylated
YMR041C ENSG00000187134 ortholog_many2many phosphorylated
YMR041C ENSG00000198610 ortholog_many2many phosphorylated
YMR041C ENSG00000151632 ortholog_many2many phosphorylated
YMR041C ENSG00000227471 ortholog_many2many phosphorylated
YMR041C ENSG00000198074 ortholog_many2many phosphorylated
YFR040W ENSG00000110075 ortholog_many2many phosphorylated
YFR040W ENSG00000100239 ortholog_many2many phosphorylated
YFR040W ENSG00000105063 ortholog_many2many phosphorylated
YKL025C ENSG00000152520 ortholog_one2one phosphorylated
YNR034W ENSG00000130313 ortholog_one2many phosphorylated
YHR074W ENSG00000172890 ortholog_one2one phosphorylated
YDR228C ENSG00000165494 ortholog_one2one phosphorylated
YOR298C-A ENSG00000107223 ortholog_one2one phosphorylated
YDR243C ENSG00000174243 ortholog_one2one phosphorylated
YCL040W ENSG00000106633 ortholog_one2many phosphorylated
YJL190C ENSG00000134419 ortholog_one2many phosphorylated
YOL126C ENSG00000146701 ortholog_one2one phosphorylated
YDR339C ENSG00000119616 ortholog_one2one phosphorylated
YGR103W ENSG00000100029 ortholog_one2one phosphorylated
YML096W ENSG00000138381 ortholog_one2one phosphorylated
YDL135C ENSG00000111348 ortholog_one2many phosphorylated
YDL135C ENSG00000141522 ortholog_one2many phosphorylated
YDL135C ENSG00000242173 ortholog_one2many phosphorylated
YPL207W ENSG00000277149 ortholog_one2many phosphorylated
YPL207W ENSG00000198874 ortholog_one2many phosphorylated
YML004C ENSG00000167699 ortholog_one2one phosphorylated
YLL032C ENSG00000115677 ortholog_many2many phosphorylated
YJR050W ENSG00000240682 ortholog_one2one phosphorylated
YAR071W ENSG00000107789 ortholog_one2many phosphorylated
YGL246C ENSG00000204348 ortholog_one2one phosphorylated
YNL134C ENSG00000140043 ortholog_many2many phosphorylated
YNL134C ENSG00000115129 ortholog_many2many phosphorylated
YNL134C ENSG00000205758 ortholog_many2many phosphorylated
YNL134C ENSG00000180011 ortholog_many2many phosphorylated
YNL134C ENSG00000172955 ortholog_many2many phosphorylated
YNL134C ENSG00000198099 ortholog_many2many phosphorylated
YNL134C ENSG00000140263 ortholog_many2many phosphorylated
YNL134C ENSG00000196616 ortholog_many2many phosphorylated
YNL134C ENSG00000187758 ortholog_many2many phosphorylated
YNL134C ENSG00000248144 ortholog_many2many phosphorylated
YNL134C ENSG00000171724 ortholog_many2many phosphorylated
YNL134C ENSG00000106853 ortholog_many2many phosphorylated
YNL134C ENSG00000197894 ortholog_many2many phosphorylated
YNL134C ENSG00000196344 ortholog_many2many phosphorylated
YNL134C ENSG00000108828 ortholog_many2many phosphorylated
YJR113C ENSG00000125445 ortholog_one2one phosphorylated
YJR017C ENSG00000127445 ortholog_one2one phosphorylated
YHL011C ENSG00000147224 ortholog_many2many phosphorylated
YHL011C ENSG00000101911 ortholog_many2many phosphorylated
YHL011C ENSG00000229937 ortholog_many2many phosphorylated
YMR170C ENSG00000137124 ortholog_many2many phosphorylated
YMR170C ENSG00000006534 ortholog_many2many phosphorylated
YMR170C ENSG00000108602 ortholog_many2many phosphorylated
YMR170C ENSG00000118514 ortholog_many2many phosphorylated
YMR170C ENSG00000161618 ortholog_many2many phosphorylated
YOL151W ENSG00000099377 ortholog_many2many phosphorylated
YOL151W ENSG00000104522 ortholog_many2many phosphorylated
YOL151W ENSG00000203859 ortholog_many2many phosphorylated
YOL151W ENSG00000203857 ortholog_many2many phosphorylated
YOL151W ENSG00000183921 ortholog_many2many phosphorylated
YOL151W ENSG00000184860 ortholog_many2many phosphorylated
YOL151W ENSG00000112699 ortholog_many2many phosphorylated
YOL151W ENSG00000088451 ortholog_many2many phosphorylated
YOL151W ENSG00000115652 ortholog_many2many phosphorylated
YGR285C ENSG00000105821 ortholog_one2one phosphorylated
YDR148C ENSG00000119689 ortholog_one2one phosphorylated
YGR043C ENSG00000177156 ortholog_one2many phosphorylated
YHR040W ENSG00000117174 ortholog_one2one phosphorylated
YDR165W ENSG00000160193 ortholog_one2one phosphorylated
YGL095C ENSG00000136631 ortholog_one2one phosphorylated
YER005W ENSG00000197217 ortholog_one2many phosphorylated
YER005W ENSG00000198018 ortholog_one2many phosphorylated
YNL009W ENSG00000182054 ortholog_many2many phosphorylated
YNL009W ENSG00000138413 ortholog_many2many phosphorylated
YDR453C ENSG00000123131 ortholog_many2many phosphorylated
YDR453C ENSG00000165672 ortholog_many2many phosphorylated
YIL160C ENSG00000060971 ortholog_one2one phosphorylated
YJR024C ENSG00000149089 ortholog_one2one phosphorylated
YDL031W ENSG00000123064 ortholog_one2one phosphorylated
YDL042C ENSG00000096717 ortholog_one2many phosphorylated
YGR254W ENSG00000074800 ortholog_many2many phosphorylated
YGR254W ENSG00000108515 ortholog_many2many phosphorylated
YGR254W ENSG00000111674 ortholog_many2many phosphorylated
YGR254W ENSG00000188316 ortholog_many2many phosphorylated
YCL055W ENSG00000145388 ortholog_one2one phosphorylated
YOR244W ENSG00000172977 ortholog_one2many phosphorylated
YGL111W ENSG00000133316 ortholog_one2one phosphorylated
YNL251C ENSG00000117616 ortholog_one2many phosphorylated
YMR090W ENSG00000090013 ortholog_one2one phosphorylated
YER078C ENSG00000196236 ortholog_one2one phosphorylated
YOR356W ENSG00000171503 ortholog_one2one phosphorylated
YKR084C ENSG00000112339 ortholog_one2one phosphorylated
YEL038W ENSG00000145293 ortholog_one2one phosphorylated
YGL017W ENSG00000107669 ortholog_one2one phosphorylated
YDR517W ENSG00000115806 ortholog_one2many phosphorylated
YDR517W ENSG00000114745 ortholog_one2many phosphorylated
YFR033C ENSG00000173660 ortholog_one2many phosphorylated
YFR033C ENSG00000233954 ortholog_one2many phosphorylated
YOR209C ENSG00000105835 ortholog_one2many phosphorylated
YOR209C ENSG00000147813 ortholog_one2many phosphorylated
YMR303C ENSG00000115129 ortholog_many2many phosphorylated
YMR303C ENSG00000205758 ortholog_many2many phosphorylated
YMR303C ENSG00000180011 ortholog_many2many phosphorylated
YMR303C ENSG00000172955 ortholog_many2many phosphorylated
YMR303C ENSG00000198099 ortholog_many2many phosphorylated
YMR303C ENSG00000196616 ortholog_many2many phosphorylated
YMR303C ENSG00000187758 ortholog_many2many phosphorylated
YMR303C ENSG00000248144 ortholog_many2many phosphorylated
YMR303C ENSG00000171724 ortholog_many2many phosphorylated
YMR303C ENSG00000106853 ortholog_many2many phosphorylated
YMR303C ENSG00000197894 ortholog_many2many phosphorylated
YMR303C ENSG00000196344 ortholog_many2many phosphorylated
YMR303C ENSG00000108828 ortholog_many2many phosphorylated
YLR136C ENSG00000128016 ortholog_many2many phosphorylated
YHR132W-A ENSG00000143420 ortholog_many2many phosphorylated
YHR132W-A ENSG00000128989 ortholog_many2many phosphorylated
YLR216C ENSG00000171497 ortholog_one2one phosphorylated
YKR026C ENSG00000111361 ortholog_one2one phosphorylated
YER015W ENSG00000103740 ortholog_many2many phosphorylated
YER015W ENSG00000164398 ortholog_many2many phosphorylated
YER015W ENSG00000140284 ortholog_many2many phosphorylated
YER015W ENSG00000083807 ortholog_many2many phosphorylated
YFL028C ENSG00000157191 ortholog_one2many phosphorylated
YFL028C ENSG00000089818 ortholog_one2many phosphorylated
YLR384C ENSG00000070061 ortholog_one2one phosphorylated
YIL049W ENSG00000128039 ortholog_one2one phosphorylated
YDL217C ENSG00000177370 ortholog_one2one phosphorylated
YOR026W ENSG00000243667 ortholog_one2many phosphorylated
YOR026W ENSG00000154473 ortholog_one2many phosphorylated
YGR038W ENSG00000172057 ortholog_many2many phosphorylated
YGR038W ENSG00000128699 ortholog_many2many phosphorylated
YGR038W ENSG00000123353 ortholog_many2many phosphorylated
YLR114C ENSG00000105778 ortholog_one2one phosphorylated
YPR025C ENSG00000163660 ortholog_many2many phosphorylated
YPR025C ENSG00000221978 ortholog_many2many phosphorylated
YPR025C ENSG00000134480 ortholog_many2many phosphorylated
YPR025C ENSG00000129315 ortholog_many2many phosphorylated
YNL267W ENSG00000143393 ortholog_one2one phosphorylated
YDR189W ENSG00000092108 ortholog_one2one phosphorylated
YDR027C ENSG00000143952 ortholog_one2one phosphorylated
YNL163C ENSG00000140598 ortholog_one2one phosphorylated
YDR292C ENSG00000182934 ortholog_one2one phosphorylated
YOR048C ENSG00000088930 ortholog_one2one phosphorylated
YDR460W ENSG00000020426 ortholog_one2one phosphorylated
