	induced	condition	gene name wt/mutant	gene name dead	variable	stat (MWU test)	P (MWU test)	mean wt/mutant	median wt/mutant	var wt/mutant	len wt/mutant	mean dead	median dead	var dead	len dead	difference between mean (wt/mutant-dead)	difference between median (wt/mutant-dead)	P (MWU test, FDR corrected)	significant by not induced difference between mean (wt/mutant-dead) mean+-2*std by comparison	significant change, P (MWU test, FDR corrected) < 0.05	significant change, P (MWU test, FDR corrected) < 0.01	significant change, P (MWU test, FDR corrected) < 0.001
1817	induced	Ethanol 2%	ABL1	ABL1	AUC simps	0.0	1.5449101737495915e-06	-1.1217615145670774	-1.1127717514494488	0.016674900676387647	16.0	-0.12939973427737783	-0.10999728949437326	0.014347461228936006	16.0	-0.9923617802896996	-1.0027744619550756	1.1052049704516309e-05	True	decrease	decrease	decrease
1818	induced	Ethanol 6%	ABL1	ABL1	AUC simps	0.0	1.5449101737495915e-06	-1.5439077906324452	-1.4891033114698455	0.05652544437380247	16.0	-0.12811595010973464	-0.16828868433455213	0.03460795287258051	16.0	-1.4157918405227106	-1.3208146271352934	1.1052049704516309e-05	True	decrease	decrease	decrease
1819	induced	Ethanol 8%	ABL1	ABL1	AUC simps	0.0	1.5449101737495915e-06	-2.440411454428232	-2.3262204121707075	0.1572399640736192	16.0	-0.5556302323507283	-0.5757969593859062	0.06849142505419699	16.0	-1.8847812220775038	-1.7504234527848013	1.1052049704516309e-05	True	decrease	decrease	decrease
1820	induced	Hygromycin 190uM	ABL1	ABL1	AUC simps	1.0	1.8638894005781834e-06	-1.3480189114662284	-1.2944393106049077	0.05239937322678658	16.0	-0.34428897311224693	-0.33956200963697647	0.06030642576126685	16.0	-1.0037299383539815	-0.9548773009679312	1.1556114283584738e-05	True	decrease	decrease	decrease
1821	induced	Hygromycin 19uM	ABL1	ABL1	AUC simps	1.0	1.8638894005781834e-06	-0.8932509812030258	-0.8818127542317757	0.03908491160476898	16.0	-0.0014346429645297754	0.043609990707530244	0.04393276961505333	16.0	-0.891816338238496	-0.925422744939306	1.1556114283584738e-05	True	decrease	decrease	decrease
1822	induced	Hygromycin 95uM	ABL1	ABL1	AUC simps	0.0	1.5449101737495915e-06	-1.2319538590220167	-1.239684997055587	0.050266030624188794	16.0	-0.13161242887492097	-0.12150643171905529	0.05078376843528098	16.0	-1.1003414301470957	-1.1181785653365317	1.1052049704516309e-05	True	decrease	decrease	decrease
1823	induced	MMS 0.004%	ABL1	ABL1	AUC simps	94.0	0.20674060673155448	-0.17177695465000142	-0.21034429764113227	0.027756973172365595	16.0	-0.14147349740661475	-0.11044853617008954	0.02039202757556647	16.0	-0.030303457243386678	-0.09989576147104273	0.2633818688497886	False	ns	ns	ns
1824	induced	MMS 0.02%	ABL1	ABL1	AUC simps	220.0	0.0005636343230248181	0.06361032260860178	0.0910064573079925	0.016861886081708747	16.0	-0.12993356271707057	-0.11435089813736887	0.014272927806627944	16.0	0.19354388532567235	0.20535735544536138	0.0012480474295549543	False	increase	increase	ns
1825	induced	MMS 0.04%	ABL1	ABL1	AUC simps	69.0	0.027468012204241048	0.01691450113402948	0.07344452980014893	0.07400928347454871	16.0	0.2908180254120629	0.2164749347323447	0.10111141569633283	16.0	-0.27390352427803344	-0.14303040493219576	0.04187746122941668	False	decrease	ns	ns
1826	induced	Menadione 100uM	ABL1	ABL1	AUC simps	0.0	1.5449101737495915e-06	-0.7451440301703396	-0.7026566224996813	0.03203721404371419	16.0	-0.1930089162045916	-0.15191858522869595	0.01911288575704935	16.0	-0.552135113965748	-0.5507380372709854	1.1052049704516309e-05	False	decrease	decrease	decrease
1827	induced	Menadione 200uM	ABL1	ABL1	AUC simps	4.0	3.246395960542251e-06	-0.7197115568436148	-0.7171778003109441	0.027701219269630175	16.0	-0.23671401941618386	-0.16538477638906457	0.024789742278101948	16.0	-0.4829975374274309	-0.5517930239218796	1.589025391212786e-05	False	decrease	decrease	decrease
1828	induced	Menadione 50uM	ABL1	ABL1	AUC simps	12.0	1.3424423967306934e-05	-0.7655898682261855	-0.7476401510076727	0.07166671874381855	16.0	-0.14587265709117458	-0.10142141415094841	0.05214982522904189	16.0	-0.6197172111350109	-0.6462187368567243	4.8018131883059425e-05	False	decrease	decrease	decrease
1829	induced	NaCl 0.25M	ABL1	ABL1	AUC simps	20.0	5.08775595038961e-05	-0.2695186473952216	-0.24809687157538463	0.016450926609694546	16.0	-0.014093877832990653	0.007160323796792767	0.013294543333915426	16.0	-0.2554247695622309	-0.2552571953721774	0.0001526326785116883	False	decrease	decrease	decrease
1830	induced	NaCl 1M	ABL1	ABL1	AUC simps	45.0	0.0018750851285173021	-0.1274022607122014	-0.07708751899001243	0.05324957999021996	16.0	0.11480302782866358	0.1381698063030008	0.03210776176429225	16.0	-0.24220528854086498	-0.21525732529301322	0.003790932977219763	False	decrease	decrease	ns
1831	induced	Nitroquinoline 10uM	ABL1	ABL1	AUC simps	216.0	0.0009745234186279726	-0.09210247181322484	-0.10452052713462123	0.03689775439070369	16.0	-0.3552637063820594	-0.31239789969392007	0.03788067249622899	16.0	0.26316123456883456	0.20787737255929883	0.0020597881348273055	False	increase	increase	ns
1832	induced	Nitroquinoline 50uM	ABL1	ABL1	AUC simps	194.0	0.013563360005107201	-0.16840776711375183	-0.0863136054866036	0.1950360634711667	16.0	-0.8036635238018925	-0.5475643304966962	0.6437218826761648	16.0	0.6352557566881407	0.46125072501009257	0.02293440873590854	False	increase	ns	ns
1833	induced	Nystatin 0.01uM	ABL1	ABL1	AUC simps	7.0	5.5851509918479055e-06	-0.5147985043219827	-0.5136787854480538	0.03184949180151014	16.0	-0.08234130124336625	-0.033589014938939954	0.01755053683691358	16.0	-0.43245720307861646	-0.48008977050911383	2.360995646553887e-05	False	decrease	decrease	decrease
1834	induced	Nystatin 0.1uM	ABL1	ABL1	AUC simps	11.0	1.1295570398947306e-05	-0.5199053383613257	-0.5286760202447205	0.04516140646341127	16.0	-0.06579421296367816	-0.030088307037264173	0.02178675560812488	16.0	-0.45411112539764753	-0.4985877132074563	4.201952188408398e-05	False	decrease	decrease	decrease
1835	induced	Phosphatase inhibitor cocktail	ABL1	ABL1	AUC simps	76.0	0.05226079056168541	-0.31940757864939107	-0.26622600279854325	0.04080040926394109	16.0	-0.17612345089079606	-0.07209205655889761	0.0499249087543369	16.0	-0.143284127758595	-0.19413394623964564	0.07714688130534512	False	ns	ns	ns
1836	induced	Rapamycin 10nM	ABL1	ABL1	AUC simps	2.0	2.2456494329174433e-06	-0.6891224888235463	-0.7398859829055731	0.041330511662744186	16.0	-0.14539463859926927	-0.10355777438016034	0.021307771290295038	16.0	-0.543727850224277	-0.6363282085254127	1.3052837328832638e-05	False	decrease	decrease	decrease
1837	induced	Rapamycin 50nM	ABL1	ABL1	AUC simps	108.0	0.46237974986725616	-0.6680619485117529	-0.6747859507420078	0.03771773385200747	16.0	-0.6107908299385318	-0.6128857960557408	0.02973136982974295	16.0	-0.05727111857322109	-0.06190015468626697	0.5375164592206852	False	ns	ns	ns
1838	induced	SC pH3	ABL1	ABL1	AUC simps	17.0	3.118641170916366e-05	-0.4590339836368913	-0.41666791047309104	0.026010881625880184	16.0	-0.1492023116757819	-0.1258415999160789	0.0194246985767362	16.0	-0.3098316719611094	-0.29082631055701214	0.00010358343889115072	False	decrease	decrease	decrease
1839	induced	SC pH6	ABL1	ABL1	AUC simps	6.0	4.667498163410239e-06	-0.5610012840082248	-0.5524504241357953	0.03761239710704686	16.0	-0.06079191749725066	-0.020217174892653844	0.031787248884193056	16.0	-0.5002093665109741	-0.5322332492431414	2.1703866459857613e-05	False	decrease	decrease	decrease
1840	induced	SDS 0.01%	ABL1	ABL1	AUC simps	215.0	0.0011137631082726795	-0.11665179307991602	-0.10403859915299307	0.0418784598842069	16.0	-0.43182734278445567	-0.43942850262926925	0.055128423896390125	16.0	0.31517554970453965	0.3353899034762762	0.002301777090430204	False	increase	increase	ns
1841	induced	SDS 0.02%	ABL1	ABL1	AUC simps	223.0	0.00036859779108014564	-0.06295034776824715	-0.0009746294478159001	0.4872454264087549	16.0	-1.3567984139578235	-1.2552119348193944	0.937427098717124	16.0	1.2938480661895764	1.2542373053715785	0.0008360876724500865	True	increase	increase	increase
1842	induced	Sorbitol 10mM	ABL1	ABL1	AUC simps	0.0	1.5449101737495915e-06	-0.5810690759620456	-0.5576029681337715	0.03052412497382736	16.0	-0.04356947885672735	-0.025594056462349357	0.014093472503693352	16.0	-0.5374995971053182	-0.5320089116714222	1.1052049704516309e-05	False	decrease	decrease	decrease
1843	induced	Sorbitol 1mM	ABL1	ABL1	AUC simps	19.0	4.327746795458854e-05	-0.6124871472692404	-0.5964886037539117	0.03155582553144388	16.0	-0.22590371978880297	-0.1529151439689116	0.0318230592466164	16.0	-0.3865834274804374	-0.44357345978500007	0.00013416015065922447	False	decrease	decrease	decrease
1844	induced	Sorbitol 5mM	ABL1	ABL1	AUC simps	0.0	1.5449101737495915e-06	-0.6571369368884323	-0.5913773710722943	0.03302040925704887	16.0	-0.058759861860723905	0.00641047706822917	0.03242617067391423	16.0	-0.5983770750277084	-0.5977878481405234	1.1052049704516309e-05	False	decrease	decrease	decrease
1845	induced	Caffein 10mM	ABL2	ABL2	AUC simps	220.0	0.0005636343230248181	0.24515618706774722	0.2185420151979205	0.058129008218865255	16.0	-0.2487826633204855	-0.2430496019443602	0.16225898551841433	16.0	0.4939388503882327	0.4615916171422807	0.001092041500860585	False	increase	increase	ns
1846	induced	Caffein 2mM	ABL2	ABL2	AUC simps	256.0	1.5449101737495915e-06	-0.011902360140564117	0.019315136959473733	0.015142944860729281	16.0	-0.6348276127502863	-0.5866298997343087	0.027590289531471402	16.0	0.6229252526097222	0.6059450366937824	7.982035897706222e-06	False	increase	increase	increase
1847	induced	CuSO4 1mM	ABL2	ABL2	AUC simps	190.0	0.020456470963716476	0.033782063851201416	0.24465452549203803	0.4727409126566848	16.0	-0.08900781847349548	0.009821234455586136	0.0774165480664172	16.0	0.1227898823246969	0.2348332910364519	0.030684706445574715	False	increase	ns	ns
1848	induced	Cycloheximide 0.05 uM	ABL2	ABL2	AUC simps	232.0	9.587413832169197e-05	0.005371245767074928	0.07908456697482791	0.038861953718693304	16.0	-0.3324978345816363	-0.3620982493153342	0.020920779144728743	16.0	0.3378690803487112	0.4411828162901621	0.00020264306508903075	False	increase	increase	increase
1849	induced	Cycloheximide 0.2 uM	ABL2	ABL2	AUC simps	242.0	1.8884088849388114e-05	0.008030800755472356	0.02282812416077107	0.018627897111763103	16.0	-0.3346243971785696	-0.3869655470275859	0.02976273769902081	16.0	0.342655197934042	0.40979367118835697	4.878389619425263e-05	False	increase	increase	increase
1850	induced	Cycloheximide 0.5 uM	ABL2	ABL2	AUC simps	209.0	0.0024136810641479356	-0.015133536549039261	-0.029343502944609412	0.017017180760403594	16.0	-0.17516279201976603	-0.1807026654834054	0.015962204462752195	16.0	0.16002925547072677	0.151359162538796	0.004081315253922873	False	increase	increase	ns
1851	induced	Cyclosporin	ABL2	ABL2	AUC simps	239.0	3.118641170916366e-05	0.017418949370034742	0.05424276598052913	0.020654253481880644	16.0	-0.2701211044653138	-0.25716440933716456	0.023276560304668775	16.0	0.28754005383534853	0.3114071753176937	7.632463918295316e-05	False	increase	increase	increase
1852	induced	DMSO 2%	ABL2	ABL2	AUC simps	256.0	1.5449101737495915e-06	0.051528082489372906	0.13172007577289335	0.030031827527264885	16.0	-0.98203991615382	-0.9446189082006864	0.060536804648068064	16.0	1.033567998643193	1.0763389839735797	7.982035897706222e-06	True	increase	increase	increase
1853	induced	DMSO 6%	ABL2	ABL2	AUC simps	234.0	7.00308737893331e-05	-0.05544940344519356	0.026738404223850765	0.12873876881650967	16.0	-0.7278523994682722	-0.715665473521657	0.07432204453963467	16.0	0.6724029960230786	0.7424038777455078	0.0001514621223815809	False	increase	increase	increase
1854	induced	DMSO 8%	ABL2	ABL2	AUC simps	135.0	0.8064734910574618	-0.19579375812925015	0.1338057703026081	0.7582677824853877	16.0	-0.14319830411676904	0.04646689882789978	0.402954700508894	16.0	-0.05259545401248111	0.08733887147470831	0.8333559407593771	False	ns	ns	ns
1855	induced	DTT 5mM	ABL2	ABL2	AUC simps	253.0	2.7018981894818364e-06	0.09743708180882815	0.08423043587676204	0.15431896524293054	16.0	-1.3391900421774459	-1.352462809664667	0.2696394877883908	16.0	1.436627123986274	1.436693245541429	1.0925066592252643e-05	True	increase	increase	increase
1856	induced	Dip 150uM	ABL2	ABL2	AUC simps	86.0	0.11779641058356675	0.005972142890172005	0.039193494891154756	0.09757536564021013	16.0	0.16187212709635168	0.1980471376576478	0.07228479196604981	16.0	-0.15589998420617968	-0.15885364276649305	0.15650094548959584	False	ns	ns	ns
1857	induced	Dip 300uM	ABL2	ABL2	AUC simps	139.0	0.6923015362060488	0.0637103287614651	0.09350603605247443	0.16950230304667482	16.0	0.05328331177259882	0.05814496768305766	0.09312964855099845	16.0	0.010427016988866278	0.03536106836941677	0.7400464697375005	False	ns	ns	ns
1858	induced	Ethanol 2%	ABL2	ABL2	AUC simps	256.0	1.5449101737495915e-06	-0.018310593563676925	0.013169022261926955	0.014449577641435464	16.0	-0.9198376182583923	-0.9076734036803025	0.018784981838787247	16.0	0.9015270246947154	0.9208424259422294	7.982035897706222e-06	False	increase	increase	increase
1859	induced	Ethanol 6%	ABL2	ABL2	AUC simps	256.0	1.5449101737495915e-06	0.04591823174242582	0.05720572733967799	0.01878799747521183	16.0	-1.1923346133620494	-1.1613485165518629	0.06566382953974721	16.0	1.2382528451044752	1.2185542438915409	7.982035897706222e-06	True	increase	increase	increase
1860	induced	Ethanol 8%	ABL2	ABL2	AUC simps	256.0	1.5449101737495915e-06	0.03222190145651305	0.023920235278531266	0.022982950366550303	16.0	-1.2124929540878466	-1.2384402976601425	0.07044668534565365	16.0	1.2447148555443597	1.2623605329386738	7.982035897706222e-06	True	increase	increase	increase
1861	induced	Hygromycin 190uM	ABL2	ABL2	AUC simps	235.0	5.973130942826547e-05	0.011379366106343713	0.014106315816754034	0.015759232862138102	16.0	-0.24203752537505419	-0.23199424389749446	0.019963279966857414	16.0	0.2534168914813979	0.2461005597142485	0.0001354880921177729	False	increase	increase	increase
1862	induced	Hygromycin 19uM	ABL2	ABL2	AUC simps	248.0	6.674094949232357e-06	0.08123148159819715	0.03346154107871868	0.019527273180880593	16.0	-0.32762301683372774	-0.36778517446433767	0.024336337218229347	16.0	0.4088544984319249	0.40124671554305635	2.216752965280747e-05	False	increase	increase	increase
1863	induced	Hygromycin 95uM	ABL2	ABL2	AUC simps	249.0	5.5851509918479055e-06	0.02576704017997189	0.016434465843037316	0.013573803460782565	16.0	-0.3199264895377525	-0.3125689687085451	0.01879985442040745	16.0	0.3456935297177244	0.32900343455158243	1.9977655470840588e-05	False	increase	increase	increase
1864	induced	MMS 0.004%	ABL2	ABL2	AUC simps	237.0	4.327746795458854e-05	0.024121933691444664	0.06718247066069694	0.019810279449131014	16.0	-0.3432891790259023	-0.28543153264561916	0.0557941108358914	16.0	0.36741111271734694	0.3526140033063161	0.00010320011589171112	False	increase	increase	increase
1865	induced	MMS 0.02%	ABL2	ABL2	AUC simps	205.0	0.0039365462508521585	0.012493791224901907	0.028148612120597605	0.041759079019289436	16.0	-0.25184142667426856	-0.18071643206726407	0.03539060432252084	16.0	0.26433521789917047	0.20886504418786167	0.006537478595165192	False	increase	increase	ns
1866	induced	MMS 0.04%	ABL2	ABL2	AUC simps	154.0	0.33651827439216053	0.03110171388047278	0.02320755312978484	0.028691164192663928	16.0	-0.07053844260871345	-0.04668754932470165	0.0934887797891388	16.0	0.10164015648918623	0.06989510245448649	0.40644414959053154	False	ns	ns	ns
1867	induced	Menadione 100uM	ABL2	ABL2	AUC simps	254.0	2.2456494329174433e-06	0.02966425690496477	0.037923403762185615	0.02107074612120774	16.0	-0.5094747033718059	-0.48748049873536203	0.03394875694712045	16.0	0.5391389602767707	0.5254039024975476	9.492972602787374e-06	False	increase	increase	increase
1868	induced	Menadione 200uM	ABL2	ABL2	AUC simps	255.0	1.8638894005781834e-06	0.005099194833112275	0.05360970161842715	0.02661417269461524	16.0	-0.6154727987180371	-0.5899477765529024	0.0436783203878364	16.0	0.6205719935511493	0.6435574781713296	8.667085712688552e-06	False	increase	increase	increase
1869	induced	Menadione 50uM	ABL2	ABL2	AUC simps	235.0	5.973130942826547e-05	-0.03591692682911152	0.023934768169947773	0.07614254504045886	16.0	-0.6115325164081649	-0.6075991909292249	0.06297178282492069	16.0	0.5756155895790533	0.6315339590991726	0.0001354880921177729	False	increase	increase	increase
1870	induced	NaCl 0.25M	ABL2	ABL2	AUC simps	144.0	0.5591004065161768	-0.02730544707845528	0.0169829567230515	0.01637898528118225	16.0	-0.03977771151400722	-0.0318182743053157	0.01542173971989686	16.0	0.012472264435551939	0.0488012310283672	0.626461901277162	False	ns	ns	ns
1871	induced	NaCl 1M	ABL2	ABL2	AUC simps	106.0	0.41776103043678603	-0.012043414840551492	0.03912354768458037	0.04225954475793318	16.0	0.05294598561976871	0.06245186725766416	0.02981939831437215	16.0	-0.0649894004603202	-0.02332831957308379	0.4856471978827637	False	ns	ns	ns
1872	induced	Nitroquinoline 10uM	ABL2	ABL2	AUC simps	247.0	7.964469616702407e-06	-0.011850618435490512	0.07526484506468734	0.04801026300010005	16.0	-0.4983526960808138	-0.45787989778163407	0.026052027637151583	16.0	0.48650207764532327	0.5331447428463214	2.3893408850107222e-05	False	increase	increase	increase
1873	induced	Nitroquinoline 50uM	ABL2	ABL2	AUC simps	171.0	0.10920448442226467	-0.13063383090091074	0.034157881371218224	0.4022552037031775	16.0	-0.38758419307005143	-0.45353599690604796	0.22585905401861497	16.0	0.2569503621691407	0.4876938782772662	0.14718865291696542	False	ns	ns	ns
1874	induced	Nystatin 0.01uM	ABL2	ABL2	AUC simps	240.0	2.6419988442200474e-05	-0.040698394651800474	0.0009069066404947534	0.03845082024502589	16.0	-0.42785842393143025	-0.42185211016360213	0.02223645163053909	16.0	0.3871600292796298	0.4227590168040969	6.640699797634173e-05	False	increase	increase	increase
1875	induced	Nystatin 0.1uM	ABL2	ABL2	AUC simps	244.0	1.3424423967306934e-05	-0.02193622547628582	0.017152435425135337	0.018242459173654534	16.0	-0.3741034079882186	-0.37690399877311265	0.021452252521331493	16.0	0.3521671825119328	0.394056434198248	3.7832467544228634e-05	False	increase	increase	increase
1876	induced	Phosphatase inhibitor cocktail	ABL2	ABL2	AUC simps	214.0	0.0012712042385466175	0.05628765172153338	0.09060632403778968	0.01855256093499729	16.0	-0.1424760529593072	-0.10849194290924302	0.024714765044850935	16.0	0.1987637046808406	0.1990982669470327	0.0023180783173497145	False	increase	increase	ns
1877	induced	Rapamycin 10nM	ABL2	ABL2	AUC simps	159.0	0.2503449209783549	-0.036488428338552925	-0.052975412397060495	0.01547545170041899	16.0	-0.09658265412441902	-0.09592672403012159	0.03431381361052075	16.0	0.060094225785866096	0.042951311633061096	0.3146226709592839	False	ns	ns	ns
1878	induced	Rapamycin 50nM	ABL2	ABL2	AUC simps	152.0	0.3757848276811594	-0.0159615621926541	-0.008165999185369088	0.009275625686027486	16.0	-0.05602394964045221	-0.08739448745918565	0.028005729843002387	16.0	0.04006238744779811	0.07922848827381657	0.44805114069676694	False	ns	ns	ns
1879	induced	SC pH3	ABL2	ABL2	AUC simps	242.0	1.8884088849388114e-05	0.007922282897053545	0.06632399639353537	0.01647240647499095	16.0	-0.2635641705127525	-0.24638431710488717	0.01304542507344616	16.0	0.27148645340980604	0.31270831349842254	4.878389619425263e-05	False	increase	increase	increase
1880	induced	SC pH6	ABL2	ABL2	AUC simps	202.0	0.005603298066936478	-0.02538322829274131	-0.01117097180309301	0.016675287353139535	16.0	-0.1535769860117413	-0.14498784762140815	0.01562718139367507	16.0	0.128193757719	0.13381687581831514	0.009142223161843727	False	increase	increase	ns
1881	induced	SDS 0.01%	ABL2	ABL2	AUC simps	247.0	7.964469616702407e-06	-0.03608032798126937	0.03491000131442945	0.06487932615372091	16.0	-0.7320811113427832	-0.7385163571600017	0.07688241939771914	16.0	0.6960007833615138	0.7734263584744312	2.3893408850107222e-05	False	increase	increase	increase
1882	induced	SDS 0.02%	ABL2	ABL2	AUC simps	126.0	0.9549169069449939	-0.13340390025975957	0.15785592109466684	1.222898867483878	16.0	0.14774893948853873	0.09916365015695305	0.2826676013330815	16.0	-0.2811528397482983	0.058692270937713786	0.9549169069449939	False	ns	ns	ns
1883	induced	Sorbitol 10mM	ABL2	ABL2	AUC simps	256.0	1.5449101737495915e-06	0.06557201356035058	0.030233274166054258	0.01825860173885935	16.0	-0.5507528921256006	-0.5398490484151601	0.0318158739326396	16.0	0.6163249056859512	0.5700823225812144	7.982035897706222e-06	False	increase	increase	increase
1884	induced	Sorbitol 1mM	ABL2	ABL2	AUC simps	256.0	1.5449101737495915e-06	0.038111288475378924	0.03170916885158448	0.008314083697458912	16.0	-0.5253614452553736	-0.5018029195524605	0.02352402105403926	16.0	0.5634727337307526	0.533512088404045	7.982035897706222e-06	False	increase	increase	increase
1885	induced	Sorbitol 5mM	ABL2	ABL2	AUC simps	254.0	2.2456494329174433e-06	0.04785403853894987	0.043481007614683875	0.025336383766651194	16.0	-0.6484410838489874	-0.5998001763654166	0.04632467654755225	16.0	0.6962951223879372	0.6432811839801005	9.492972602787374e-06	False	increase	increase	increase
1886	induced	Caffein 10mM	BMX	BMX	AUC simps	110.0	0.5095387556068434	0.10698070459890352	0.14298291971175026	0.10857823432260671	16.0	0.19118790628164395	0.25179500305270786	0.13916064349281618	16.0	-0.08420720168274043	-0.1088120833409576	0.9665025779165913	False	ns	ns	ns
1887	induced	Caffein 2mM	BMX	BMX	AUC simps	141.0	0.6375611304257702	-0.021474119458232188	-0.0138010365494452	0.0131835342019197	16.0	-0.06778890828674733	-0.03313010997570842	0.054358665488379886	16.0	0.04631478882851514	0.01932907342626322	0.9665025779165913	False	ns	ns	ns
1888	induced	CuSO4 1mM	BMX	BMX	AUC simps	183.0	0.039971236367501634	0.4085752215100191	0.4035736176130378	0.05738098262111868	16.0	-0.11489616681861525	0.07220108670846415	0.8902682846722555	16.0	0.5234713883286344	0.33137253090457364	0.9293312455444129	True	ns	ns	ns
1889	induced	Cycloheximide 0.05 uM	BMX	BMX	AUC simps	121.0	0.8064734910574618	-0.015638470629179668	0.0076404075450682285	0.023734256821883855	16.0	0.011437291029906316	0.005369000149304526	0.022475772234939424	16.0	-0.027075761659085984	0.0022714073957637027	0.9665025779165913	False	ns	ns	ns
1890	induced	Cycloheximide 0.2 uM	BMX	BMX	AUC simps	145.0	0.5340292284243271	-0.02217446801712386	-0.009819450791063389	0.012850878241421447	16.0	-0.08172207099855266	-0.037303465190202445	0.0361930425991007	16.0	0.059547602981428804	0.027484014399139056	0.9665025779165913	False	ns	ns	ns
1891	induced	Cycloheximide 0.5 uM	BMX	BMX	AUC simps	133.0	0.8653246192630564	-0.019111862782635436	0.016564846952400458	0.023173632615232316	16.0	-0.03786881602832315	-0.0070738901609068705	0.03454062896506533	16.0	0.018756953245687713	0.02363873711330733	0.9665025779165913	False	ns	ns	ns
